"skola","predmet","obor","kraj","typ","konali","neuspeli","volba","prumer","odchylka"
"Střední hotelová škola. Vyšší odborná škola a Jazyková škola s právem státní jazykové zkoušky s.r.o.","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Středočeský","Didaktický test",11,2,,"32.5","12.6"
"Střední škola EDUCHEM. a.s.  Meziboří","Český jazyk a literatura","SOŠ technické 1","Ústecký","Didaktický test",11,2,,"42.6","13.3"
"Střední škola EDUCHEM. a.s.  Meziboří","Český jazyk a literatura","SOU technické","Ústecký","Didaktický test",11,2,,"42.6","13.3"
"Integrovaná střední škola. Nová Paka. Kumburská 846","Český jazyk a literatura","SOU technické","Královéhradecký","Didaktický test",11,2,,"43.2","10.9"
"Euroškola Česká Lípa střední odborná škola s.r.o.","Český jazyk a literatura","SOU ostatní (nástavby)","Liberecký","Didaktický test",50,9,,"39.8","13.6"
"Euroškola Česká Lípa střední odborná škola s.r.o.","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Liberecký","Didaktický test",50,9,,"39.8","13.6"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Matematika","Gymnázium 4 leté","Ústecký","Didaktický test",40,7,"22.5","46.9","20.6"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Matematika","Gymnázium 8 leté","Ústecký","Didaktický test",40,7,"22.5","46.9","20.6"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Matematika","SOŠ technické 1","Ústecký","Didaktický test",40,7,"22.5","46.9","20.6"
"Střední zdravotnická škola. Prostějov. Vápenice 3","Český jazyk a literatura","SOŠ zdravotnické","Olomoucký","Didaktický test",23,4,,"34.9","11.1"
"Vyšší odborná škola. Obchodní akademie a Střední odborné učiliště technické Chotěboř","Český jazyk a literatura","SOŠ ekonomické","Vysočina","Didaktický test",54,9,,"37.8",14
"Vyšší odborná škola. Obchodní akademie a Střední odborné učiliště technické Chotěboř","Český jazyk a literatura","SOU technické","Vysočina","Didaktický test",54,9,,"37.8",14
"Vyšší odborná škola zdravotnická a Střední zdravotnická škola. Praha 1. Alšovo nábřeží 6","Matematika","SOŠ zdravotnické","Praha","Didaktický test",12,2,18,"40.7","15.8"
"Vyšší odborná škola. Střední odborná škola a Střední odborné učiliště. Kopřivnice. příspěvková organizace","Český jazyk a literatura","SOU technické (nástavby)","Moravskoslezský","Didaktický test",67,11,,"38.5","12.2"
"Vyšší odborná škola. Střední odborná škola a Střední odborné učiliště. Kopřivnice. příspěvková organizace","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Moravskoslezský","Didaktický test",67,11,,"38.5","12.2"
"Vyšší odborná škola. Střední odborná škola a Střední odborné učiliště. Kopřivnice. příspěvková organizace","Český jazyk a literatura","SOŠ technické 1","Moravskoslezský","Didaktický test",67,11,,"38.5","12.2"
"Vyšší odborná škola. Střední odborná škola a Střední odborné učiliště. Kopřivnice. příspěvková organizace","Český jazyk a literatura","SOU technické","Moravskoslezský","Didaktický test",67,11,,"38.5","12.2"
"Střední odborné učiliště DAKOL. s. r. o.","Český jazyk a literatura","SOU ostatní (nástavby)","Moravskoslezský","Didaktický test",25,4,,"40.3",11
"Střední odborné učiliště DAKOL. s. r. o.","Český jazyk a literatura","SOU ostatní","Moravskoslezský","Didaktický test",25,4,,"40.3",11
"Střední průmyslová škola a Vyšší odborná škola. Chomutov. Školní 50. příspěvková organizace","Matematika","SOŠ technické 1","Ústecký","Didaktický test",59,9,"54.2",47,19
"Obchodní akademie Dr. Albína Bráfa. Hotelová škola a Jazyková škola s právem státní jazykové zkoušky Třebíč","Matematika","SOU ostatní (nástavby)","Vysočina","Didaktický test",22,3,"18.3","47.5","17.8"
"Obchodní akademie Dr. Albína Bráfa. Hotelová škola a Jazyková škola s právem státní jazykové zkoušky Třebíč","Matematika","SOŠ ekonomické","Vysočina","Didaktický test",22,3,"18.3","47.5","17.8"
"Střední průmyslová škola elektrotechnická a zařízení pro další vzdělávání pedagogických pracovníků. spol. s r.o.","Český jazyk a literatura","SOŠ technické 1","Ústecký","Didaktický test",15,2,,43,"14.9"
"Střední škola zemědělská. Přerov. Osmek 47","Český jazyk a literatura","SOU ostatní (nástavby)","Olomoucký","Didaktický test",23,3,,36,"9.6"
"Střední škola zemědělská. Přerov. Osmek 47","Český jazyk a literatura","SOŠ zemědělské","Olomoucký","Didaktický test",23,3,,36,"9.6"
"Střední odborná škola Třineckých železáren","Český jazyk a literatura","SOU technické (nástavby)","Moravskoslezský","Didaktický test",62,8,,"37.2","11.5"
"Střední odborná škola Třineckých železáren","Český jazyk a literatura","SOŠ technické 1","Moravskoslezský","Didaktický test",62,8,,"37.2","11.5"
"Střední odborná škola Třineckých železáren","Český jazyk a literatura","SOU technické","Moravskoslezský","Didaktický test",62,8,,"37.2","11.5"
"Střední průmyslová škola a Obchodní akademie Uherský Brod","Matematika","SOŠ technické 1","Zlínský","Didaktický test",31,4,"33.7",44,"16.1"
"Střední průmyslová škola a Obchodní akademie Uherský Brod","Matematika","SOU technické","Zlínský","Didaktický test",31,4,"33.7",44,"16.1"
"Střední odborná škola. Blatná. V Jezárkách 745","Český jazyk a literatura","SOŠ ekonomické","Jihočeský","Didaktický test",40,5,,"41.4","14.4"
"Střední odborná škola. Blatná. V Jezárkách 745","Český jazyk a literatura","SOŠ technické 1","Jihočeský","Didaktický test",40,5,,"41.4","14.4"
"Bezpečnostně právní akademie Plzeň. s.r.o.. střední škola","Český jazyk a literatura","SOŠ pedagogické a humanitní","Plzeňský","Didaktický test",17,2,,37,"10.8"
"Střední průmyslová škola stavební. České Budějovice. Resslova 2","Matematika","SOŠ technické 1","Jihočeský","Didaktický test",43,5,56,"45.7","15.9"
"Střední odborná škola mediální grafiky a polygrafie. Rumburk. příspěvková organizace","Český jazyk a literatura","SOŠ technické 2","Ústecký","Didaktický test",35,4,,"40.6","15.3"
"Střední odborná škola mediální grafiky a polygrafie. Rumburk. příspěvková organizace","Český jazyk a literatura","SOU ostatní","Ústecký","Didaktický test",35,4,,"40.6","15.3"
"Sigmundova střední škola strojírenská. Lutín","Matematika","SOU technické (nástavby)","Olomoucký","Didaktický test",19,2,"45.7",42,"9.8"
"Sigmundova střední škola strojírenská. Lutín","Matematika","SOU technické","Olomoucký","Didaktický test",19,2,"45.7",42,"9.8"
"Soukromá střední škola pedagogiky a sociálních služeb. s.r.o.","Český jazyk a literatura","SOU ostatní (nástavby)","Vysočina","Didaktický test",33,3,,36,"10.5"
"Střední škola strojírenská a elektrotechnická Brno. příspěvková organizace","Český jazyk a literatura","SOU technické (nástavby)","Jihomoravský","Didaktický test",33,3,,"39.6","12.1"
"Soukromá střední škola pedagogiky a sociálních služeb. s.r.o.","Český jazyk a literatura","SOŠ pedagogické a humanitní","Vysočina","Didaktický test",33,3,,36,"10.5"
"Střední škola strojírenská a elektrotechnická Brno. příspěvková organizace","Český jazyk a literatura","SOŠ technické 1","Jihomoravský","Didaktický test",33,3,,"39.6","12.1"
"Střední škola strojírenská a elektrotechnická Brno. příspěvková organizace","Český jazyk a literatura","SOU technické","Jihomoravský","Didaktický test",33,3,,"39.6","12.1"
"Střední odborná škola a Gymnázium Staré Město","Matematika","Gymnázium 4 leté","Zlínský","Didaktický test",45,4,"34.5","46.5","15.7"
"Střední odborná škola a Gymnázium Staré Město","Matematika","SOŠ hotelové a podnikatelské","Zlínský","Didaktický test",45,4,"34.5","46.5","15.7"
"Střední odborná škola a Gymnázium Staré Město","Matematika","SOŠ technické 1","Zlínský","Didaktický test",45,4,"34.5","46.5","15.7"
"Střední odborná škola a Gymnázium Staré Město","Matematika","SOŠ zemědělské","Zlínský","Didaktický test",45,4,"34.5","46.5","15.7"
"Střední škola gastronomie a obchodu Zlín","Český jazyk a literatura","SOU ostatní (nástavby)","Zlínský","Didaktický test",29,2,,"35.2","8.8"
"Střední zdravotnická škola. Jindřichův Hradec. Klášterská 77/II","Český jazyk a literatura","SOŠ pedagogické a humanitní","Jihočeský","Didaktický test",29,2,,"40.4","12.2"
"Střední zdravotnická škola. Jindřichův Hradec. Klášterská 77/II","Český jazyk a literatura","SOŠ zdravotnické","Jihočeský","Didaktický test",29,2,,"40.4","12.2"
"Střední škola gastronomie a obchodu Zlín","Český jazyk a literatura","SOU ostatní","Zlínský","Didaktický test",29,2,,"35.2","8.8"
"Vyšší odborná škola. Střední průmyslová škola automobilní a technická. Skuherského 3. České Budějovice","Matematika","SOU ostatní (nástavby)","Jihočeský","Didaktický test",54,3,40,"48.7","14.7"
"Vyšší odborná škola. Střední průmyslová škola automobilní a technická. Skuherského 3. České Budějovice","Matematika","SOU technické (nástavby)","Jihočeský","Didaktický test",54,3,40,"48.7","14.7"
"Vyšší odborná škola. Střední průmyslová škola automobilní a technická. Skuherského 3. České Budějovice","Matematika","SOŠ technické 1","Jihočeský","Didaktický test",54,3,40,"48.7","14.7"
"Vyšší odborná škola. Střední průmyslová škola automobilní a technická. Skuherského 3. České Budějovice","Matematika","SOŠ technické 2","Jihočeský","Didaktický test",54,3,40,"48.7","14.7"
"Vyšší odborná škola. Střední průmyslová škola automobilní a technická. Skuherského 3. České Budějovice","Matematika","SOU technické","Jihočeský","Didaktický test",54,3,40,"48.7","14.7"
"Gymnázium Jiřího Ortena. Kutná Hora. Jaselská 932","Matematika","Gymnázium 4 leté","Středočeský","Didaktický test",9,0,"11.8","49.4","12.3"
"Gymnázium Jiřího Ortena. Kutná Hora. Jaselská 932","Matematika","Gymnázium 8 leté","Středočeský","Didaktický test",9,0,"11.8","49.4","12.3"
"Soukromá střední škola podnikatelská - ALTMAN. s.r.o.","Matematika","SOU ostatní (nástavby)","Královéhradecký","Didaktický test",4,0,"35.1","47.3","9.1"
"Soukromá střední škola podnikatelská - ALTMAN. s.r.o.","Matematika","SOŠ hotelové a podnikatelské","Královéhradecký","Didaktický test",4,0,"35.1","47.3","9.1"
"Střední průmyslová škola stavební. Havířov. příspěvková organizace","Matematika","SOŠ technické 1","Moravskoslezský","Didaktický test",29,0,"55.9","49.2","17.6"
"Střední odborná škola lesnická a strojírenská Šternberk","Český jazyk a literatura","SOU ostatní (nástavby)","Olomoucký","Ústní zkouška",8,2,,"15.3","20.9"
"Střední odborné učiliště obchodu a řemesel. spol. s r. o.","Český jazyk a literatura","SOU ostatní (nástavby)","Plzeňský","Ústní zkouška",18,2,,"19.1","13.8"
"Střední odborné učiliště obchodu a řemesel. spol. s r. o.","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Plzeňský","Ústní zkouška",18,2,,"19.1","13.8"
"Střední škola. Odry. příspěvková organizace","Český jazyk a literatura","SOU ostatní (nástavby)","Moravskoslezský","Ústní zkouška",14,0,,"15.1","5.9"
"Střední škola. Odry. příspěvková organizace","Český jazyk a literatura","SOU ostatní","Moravskoslezský","Ústní zkouška",14,0,,"15.1","5.9"
"Střední škola technická Znojmo. příspěvková organizace","Český jazyk a literatura","SOU ostatní (nástavby)","Jihomoravský","Písemná práce",6,1,,"22.5","24.7"
"Soukromá střední škola gastronomie s.r.o.","Český jazyk a literatura","SOU ostatní (nástavby)","Praha","Písemná práce",28,4,,"29.7",18
"Soukromá střední škola gastronomie s.r.o.","Český jazyk a literatura","SOU ostatní","Praha","Písemná práce",28,4,,"29.7",18
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Český jazyk a literatura","SOU ostatní (nástavby)","Plzeňský","Písemná práce",152,21,,26,"14.8"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Český jazyk a literatura","SOŠ technické 1","Plzeňský","Písemná práce",152,21,,26,"14.8"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Český jazyk a literatura","SOŠ technické 2","Plzeňský","Písemná práce",152,21,,26,"14.8"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Český jazyk a literatura","SOŠ zemědělské","Plzeňský","Písemná práce",152,21,,26,"14.8"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Český jazyk a literatura","SOU technické","Plzeňský","Písemná práce",152,21,,26,"14.8"
"Střední škola obchodní","Český jazyk a literatura","SOU ostatní (nástavby)","Praha","Písemná práce",46,6,,"25.8",15
"Střední škola obchodní","Český jazyk a literatura","SOU ostatní","Praha","Písemná práce",46,6,,"25.8",15
"Soukromá střední škola obchodu. služeb a provozu hotelů s.r.o.","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Jihočeský","Písemná práce",8,1,,"21.7","17.4"
"Střední škola podnikatelská HERMÉS MB s.r.o.","Český jazyk a literatura","SOU technické (nástavby)","Středočeský","Písemná práce",46,4,,"30.2","17.3"
"Střední škola podnikatelská HERMÉS MB s.r.o.","Český jazyk a literatura","SOŠ ekonomické","Středočeský","Písemná práce",46,4,,"30.2","17.3"
"Střední škola zemědělská a ekologická a střední odborné učiliště chladící a klimatizační techniky. Kostelec nad Orlicí","Český jazyk a literatura","SOU ostatní (nástavby)","Královéhradecký","Písemná práce",44,3,,"23.7",13
"Střední škola zemědělská a ekologická a střední odborné učiliště chladící a klimatizační techniky. Kostelec nad Orlicí","Český jazyk a literatura","SOŠ zemědělské","Královéhradecký","Písemná práce",44,3,,"23.7",13
"Střední odborná škola mediální grafiky a polygrafie. Rumburk. příspěvková organizace","Český jazyk a literatura","SOŠ technické 2","Ústecký","Písemná práce",36,2,,"29.5","16.2"
"Střední odborná škola mediální grafiky a polygrafie. Rumburk. příspěvková organizace","Český jazyk a literatura","SOU ostatní","Ústecký","Písemná práce",36,2,,"29.5","16.2"
